PATH	DURATION	TRANSCRIPT
/home/suvobratghos_umass_edu/dataset/LibriSpeech/train-clean-100/3436/172171/3436-172171-0009.flac	14.465	yes with thy leave said he go forward then she said to the court of arthur where there are the best and the noblest and the most bountiful of men and tell him thou art perceval the son of pelenore
/home/suvobratghos_umass_edu/dataset/LibriSpeech/train-clean-100/7067/76047/7067-76047-0013.flac	14.8649375	i grant you we discover we differ upon a question of taste and convenience but before i suggested this trip i had intended to spend a little time with my old friend sir kenelm latter at bournemouth nothing simpler than to go to him now
/home/suvobratghos_umass_edu/dataset/LibriSpeech/train-clean-100/3664/178366/3664-178366-0017.flac	13.65	and why i had not put in an appearance at bennett's dinner they said that bennett had taken great pains to give me a splendid reception that the party had waited till nine o'clock for me and that my non arrival caused considerable disappointment
/home/suvobratghos_umass_edu/dataset/LibriSpeech/train-clean-100/7059/88364/7059-88364-0018.flac	14.85	part of the thinness of california is not only its youth but the result of the physical fact that the human race is there spread over so many acres of land they try not only to count their mines and enumerate their palm trees
/home/suvobratghos_umass_edu/dataset/LibriSpeech/train-clean-100/7148/82991/7148-82991-0009.flac	13.015	here comes our young master the earl of surrey well i care not replied the host bluffly i've spoken no treason i love my king and if he wishes to have a divorce
/home/suvobratghos_umass_edu/dataset/LibriSpeech/train-clean-100/26/495/26-495-0037.flac	14.91	coaches filled with people of the better sort and horsemen attending them and all hurrying away then empty waggons and carts appeared and spare horses with servants who it was apparent
/home/suvobratghos_umass_edu/dataset/LibriSpeech/train-clean-100/2952/407/2952-407-0013.flac	16.04	for example you cannot afford to build a buddhist temple but you can easily lay a pebble before the image of the buddha with the same pious feeling that would prompt you to build a temple if you were rich enough to build one the merit of so offering the pebble becomes equal or almost equal to the merit of erecting a temple
/home/suvobratghos_umass_edu/dataset/LibriSpeech/train-clean-100/201/127786/201-127786-0032.flac	13.52	and i was not displeased at seeing my praises in his letters for however ugly we women may be it seems to me it always pleases us to hear ourselves called beautiful but that my own sense of right was opposed to all this
/home/suvobratghos_umass_edu/dataset/LibriSpeech/train-clean-100/5688/41232/5688-41232-0022.flac	13.425	may prove the destruction both of the girl herself and of all with whom she comes in contact to repress this force within the limits necessary for the safety of all concerned is the object of the taboos in question
/home/suvobratghos_umass_edu/dataset/LibriSpeech/train-clean-100/1040/133433/1040-133433-0010.flac	15.855	but at any rate they found corners and they all fitted in as for peter he saw wendy once again before he flew away he did not exactly come to the window but he brushed against it in passing so that she could open it if she liked and call to him
/home/suvobratghos_umass_edu/dataset/LibriSpeech/train-clean-100/6209/34599/6209-34599-0014.flac	15.1	he knew that if he did so he should never rise again he was overcome by fatigue and the weight of the darkness would as with the dead woman have held him to the ground and the ice glued him alive to the earth
/home/suvobratghos_umass_edu/dataset/LibriSpeech/train-clean-100/405/130895/405-130895-0036.flac	10.745	near eleven o'clock in the morning we cut the tropic of capricorn on the thirty seventh meridian passing well out from cape frio much to ned land's displeasure
/home/suvobratghos_umass_edu/dataset/LibriSpeech/train-clean-100/3240/131231/3240-131231-0034.flac	16.185	the fishes themselves had fallen by pailfuls if these fishes were not upon the ground in the first place we base our objections to the whirlwind explanation upon two data that they fell in no such distribution as one could attribute to the discharge of a whirlwind
/home/suvobratghos_umass_edu/dataset/LibriSpeech/train-clean-100/332/128985/332-128985-0034.flac	15.245	and were considered as wild beasts to be killed without mercy wherever caught consequently roc and his men were thrown into a dungeon and condemned to be executed if however the spanish governor had known what was good for himself
/home/suvobratghos_umass_edu/dataset/LibriSpeech/train-clean-100/696/93314/696-93314-0014.flac	12.625	don't he said tenderly don't worry it's all right i was a fool pull yourself together there's someone coming i don't care she said
/home/suvobratghos_umass_edu/dataset/LibriSpeech/train-clean-100/3699/19402/3699-19402-0006.flac	14.34	my mother madam was so at no time either by nature by institution or example a temperate current of blood ran orderly through her veins in all months of the year
/home/suvobratghos_umass_edu/dataset/LibriSpeech/train-clean-100/3436/172162/3436-172162-0025.flac	15.74	then sir launcelot went awhile and he was exceedingly cumbered by his armor his shield and his spear and all that belonged to him then by chance there came by him a cart that came thither to fetch wood
/home/suvobratghos_umass_edu/dataset/LibriSpeech/train-clean-100/1355/39947/1355-39947-0044.flac	15.685	the desire for the drug was something terrible but in about four days i got used to the loss of so much morphine and stayed on this amount for a week seeing the professor every other day for hypnotic treatment and then returning to my room where i spent twenty two hours of the twenty four on the bed
/home/suvobratghos_umass_edu/dataset/LibriSpeech/train-clean-100/8747/293952/8747-293952-0072.flac	15.775	for conniston was one of those irresistible men who appeal to women lucy thought but it matters little what she thought all she knew was that her engagement to julius which had always weighed on her conscience was at an end
/home/suvobratghos_umass_edu/dataset/LibriSpeech/train-clean-100/87/121553/87-121553-0063.flac	15.015	and seems to be a star that changeth place except that in the part where it is kindled nothing is missed and this endureth little so from the horn that to the right extends unto that cross's foot there ran a star out of the constellation shining there
/home/suvobratghos_umass_edu/dataset/LibriSpeech/train-clean-100/1034/121119/1034-121119-0065.flac	7.265	you refer to the terrible rumors spread abroad in the world that the deaths which have kept me in mourning for the last three months
/home/suvobratghos_umass_edu/dataset/LibriSpeech/train-clean-100/201/122255/201-122255-0024.flac	12.515	now news had been brought to robin hood how that little john instead of doing his bidding had passed by duty for pleasure and so had stopped overnight with merry company at the blue boar inn instead of going straight to ancaster
/home/suvobratghos_umass_edu/dataset/LibriSpeech/train-clean-100/7226/86964/7226-86964-0013.flac	15.18	at the instigation of the wizard he bade the united states soldiery defiance there are rapids almost continually from a mile above prophetstown to erie ten miles below the river bed here has a sharper descent than customary
/home/suvobratghos_umass_edu/dataset/LibriSpeech/train-clean-100/6064/300880/6064-300880-0020.flac	14.745	it certainly seems made to order and it's mighty good of you old man yes i'll just take you up on that there's a train at nine o'clock in the morning to morrow make it the day after
/home/suvobratghos_umass_edu/dataset/LibriSpeech/train-clean-100/6880/216547/6880-216547-0019.flac	15.92	your programme always original and varied in its academical expression became more exact the investigations of eighteen thirty eight had pointed out as the causes or rather as the symptoms of the social malady
/home/suvobratghos_umass_edu/dataset/LibriSpeech/train-clean-100/3374/298032/3374-298032-0036.flac	14.24	finally i became conscious that it was now nearly over the brow was no longer smooth and the locks were becoming gray my career was ended but not completed
/home/suvobratghos_umass_edu/dataset/LibriSpeech/train-clean-100/196/122159/196-122159-0027.flac	15.735	he repeated and i wondered at the evident but obscure intention well yes perhaps i could not see then but i had plenty of time and any amount of light in that boat and i could think too
/home/suvobratghos_umass_edu/dataset/LibriSpeech/train-clean-100/6209/34600/6209-34600-0014.flac	15.915	he had no strength left to call or shout at melcombe regis as at weymouth no one was stirring the doors were all carefully double locked the windows were covered by their shutters as the eyes by their lids
/home/suvobratghos_umass_edu/dataset/LibriSpeech/train-clean-100/4788/94904/4788-94904-0000.flac	14.775	we have recognized in representative government the ideal type of the most perfect polity for which in consequence any portion of mankind are better adapted in proportion to their degree of general improvement as they range lower and lower in development
/home/suvobratghos_umass_edu/dataset/LibriSpeech/train-clean-100/5393/19218/5393-19218-0028.flac	14.025	are very familiar to parisians if they were missing on a shrove tuesday or at the mid lent it would be taken in bad part and people would say there's something behind that probably the ministry is about to undergo a change
/home/suvobratghos_umass_edu/dataset/LibriSpeech/train-clean-100/5390/30096/5390-30096-0020.flac	14.885	and people would gaze longer at her smiling lips and dancing eyes than upon many a more handsome but less attractive face she was nearly seventeen years old not very tall and her form to speak charitably
/home/suvobratghos_umass_edu/dataset/LibriSpeech/train-clean-100/3607/29116/3607-29116-0002.flac	14.13	and the senator beamed with his own congressional wit in the committee of the whole things are working very well we have made ever so much progress in a week i believe that you and i together could run this government beautifully uncle the senator beamed again
/home/suvobratghos_umass_edu/dataset/LibriSpeech/train-clean-100/39/121916/39-121916-0026.flac	4.275	and while his hospitality would have welcomed his visitors to every thing
/home/suvobratghos_umass_edu/dataset/LibriSpeech/train-clean-100/3374/298032/3374-298032-0031.flac	8.225	now it was like the terrible gleam of visible omnipotence now like a soft ray of golden childhood
/home/suvobratghos_umass_edu/dataset/LibriSpeech/train-clean-100/1898/145702/1898-145702-0014.flac	13.5	i know enough and can help myself splendidly then he went by another way through the window secretly and in all haste back to his comrades he told them how the dragon had been outwitted by his grandmother
/home/suvobratghos_umass_edu/dataset/LibriSpeech/train-clean-100/1737/142396/1737-142396-0015.flac	11.57	or to hunt bears among the hazels it was incessant matter for amazement how these olympians would talk over our heads during meals for instance of this or the other social or political inanity
/home/suvobratghos_umass_edu/dataset/LibriSpeech/train-clean-100/4014/186175/4014-186175-0003.flac	10.62	it was a case of watch everybody take every precaution and be prepared for anything only nine men on the vessel however including the spy himself knew anything about it
/home/suvobratghos_umass_edu/dataset/LibriSpeech/train-clean-100/226/131533/226-131533-0004.flac	15.38	and i often felt myself a most confounded hypocrite with it all i saw too or rather i felt that in spite of herself i was not indifferent to her as the novel heroes modestly express it
/home/suvobratghos_umass_edu/dataset/LibriSpeech/train-clean-100/7402/59171/7402-59171-0024.flac	14.7000625	the much more important character of b b the soothing and incompetent doctor is a creation of the true comic genius nine people out of ten harp on mister shaw's errors
/home/suvobratghos_umass_edu/dataset/LibriSpeech/train-clean-100/6836/61803/6836-61803-0024.flac	3.395	shot him dead in the chapparal
/home/suvobratghos_umass_edu/dataset/LibriSpeech/train-clean-100/2289/152258/2289-152258-0031.flac	5.72	he was buried in the mosque in which he had held religious services for so many years
/home/suvobratghos_umass_edu/dataset/LibriSpeech/train-clean-100/311/124404/311-124404-0018.flac	15.78	as to present the appearance of heavens how in the meantime some of its parts must compose an earth and some planets and comets and others a sun and fixed stars and making a digression at this stage on the subject of light
/home/suvobratghos_umass_edu/dataset/LibriSpeech/train-clean-100/1867/154071/1867-154071-0035.flac	4.835	not you bill you're going to buck up and go ahead full steam
/home/suvobratghos_umass_edu/dataset/LibriSpeech/train-clean-100/2910/131096/2910-131096-0061.flac	16.01	nor venture among the formidable rams on the other side for as long as they are under the influence of the rising sun they burn with a cruel rage to destroy mortals with their sharp horns or rude teeth but when the noontide sun has driven the cattle to the shade
/home/suvobratghos_umass_edu/dataset/LibriSpeech/train-clean-100/7859/102519/7859-102519-0010.flac	8.72	while the emperor's financial expedients were making him hated by the moneyed classes he was rendering himself no less unpopular in the army
/home/suvobratghos_umass_edu/dataset/LibriSpeech/train-clean-100/7367/86737/7367-86737-0078.flac	15.205	then the rest draw lots for her and she is abandoned to their brutality until death relieves her sufferings when their parents are sufficiently rich to pay a ransom a messenger is sent to negotiate the prisoner is hostage for the security of the messenger
/home/suvobratghos_umass_edu/dataset/LibriSpeech/train-clean-100/2002/139469/2002-139469-0053.flac	14.085	can it be true each asked the other with wonder and dismay that whole countries are laid waste whole nations annihilated by these disorders in nature the vast cities of america the fertile plains of
/home/suvobratghos_umass_edu/dataset/LibriSpeech/train-clean-100/3607/29116/3607-29116-0031.flac	14.995	and perhaps that didn't lessen the relish of the conversation to the correspondents it seems that they had got hold of the dry goods box packing story about balloon one day and were talking it over when the colonel came in the colonel wanted to know all about it and hicks told him
/home/suvobratghos_umass_edu/dataset/LibriSpeech/train-clean-100/27/123349/27-123349-0056.flac	14.695	here the earl published a manifesto drawn up in holland under the direction of the committee by james stewart a scotch advocate whose pen was a few months later employed in a very different way
/home/suvobratghos_umass_edu/dataset/LibriSpeech/train-clean-100/250/142276/250-142276-0048.flac	15.655	now there were only the well bound little read english classics which were weeded out of her father's library to fill up the small book shelves in the drawing room thomson's seasons hayley's cowper middleton's cicero
/home/suvobratghos_umass_edu/dataset/LibriSpeech/train-clean-100/3112/9555/3112-9555-0075.flac	10.785	though i think i grieved him much by my idleness but in passion he knew not what he did and he has knocked me down with the great folio bible which he always used
/home/suvobratghos_umass_edu/dataset/LibriSpeech/train-clean-100/3983/5371/3983-5371-0016.flac	13.175	with tortoise shell rims left by some stranger ages and ages ago to be mended and never called for again this very pair of ugly old green things was chosen by lady isabel she put them on there and then
/home/suvobratghos_umass_edu/dataset/LibriSpeech/train-clean-100/3857/182317/3857-182317-0008.flac	15.82	so the elephants columbus may have found some road here before ours they are cosmopolitans these suave and well bred beings they have rich emotional natures long memories loyalty they are steady and sure
/home/suvobratghos_umass_edu/dataset/LibriSpeech/train-clean-100/2518/154826/2518-154826-0053.flac	15.88	and walked on as if he knew the way i could see nothing but perceived that we were passing through endless galleries cut in the solid rock high enough for the most part to allow of walking upright but sometimes so low as to force him to bend down
/home/suvobratghos_umass_edu/dataset/LibriSpeech/train-clean-100/6000/55211/6000-55211-0014.flac	12.695	both the worn places on the crutches and the skill with which the little woman swung herself about the room testified that the crippled condition was not a new one billy's eyes were brimming with pity and dismay
/home/suvobratghos_umass_edu/dataset/LibriSpeech/train-clean-100/7302/86814/7302-86814-0002.flac	14.53	prove them to have been chosen to reign over their subjects for their superior activity and intelligence the court yard of this quarter is enclosed by enormous walls over which the sun glances obliquely
/home/suvobratghos_umass_edu/dataset/LibriSpeech/train-clean-100/7511/102419/7511-102419-0022.flac	14.045	she said she was not going to hunt she told us we could give her a small piece of ilk and that would do so we were rather surprised when she purchased two licenses one a special which would entitle her to a bull elk
/home/suvobratghos_umass_edu/dataset/LibriSpeech/train-clean-100/4640/19187/4640-19187-0007.flac	9.985	in the interior of this hall barely lighted by a candle at one end the mortuary table being behind the post like a horizontal bar
/home/suvobratghos_umass_edu/dataset/LibriSpeech/train-clean-100/6385/34669/6385-34669-0005.flac	16.06	and gwynplaine guided by homo descended it homo turned his head now and then to make sure that gwynplaine was behind him in some situations of supreme importance nothing approaches so near an omniscient intelligence
/home/suvobratghos_umass_edu/dataset/LibriSpeech/train-clean-100/4214/7146/4214-7146-0020.flac	10.465	they taste twice as good as any other color the orchard with its great sweeping boughs that bent to the ground with fruit proved so delightful that the little girls spent most of the afternoon in it
/home/suvobratghos_umass_edu/dataset/LibriSpeech/train-clean-100/1970/26100/1970-26100-0006.flac	14.665	as he saw it the coroner gave a grunt of satisfaction there's our tree we stopped the car and scrambled through the thorny bushes that lined the road the ground was hard clay with only burdock and weeds growing on it
/home/suvobratghos_umass_edu/dataset/LibriSpeech/train-clean-100/8609/262281/8609-262281-0005.flac	13.66	be so kind as to take the papers out of miss fanny's hair and let it be done in future martha before she comes to me gently as the words were spoken there was no mistaking that the tone was one of authority and not to be trifled with
/home/suvobratghos_umass_edu/dataset/LibriSpeech/train-clean-100/3436/172171/3436-172171-0055.flac	13.835	surnamed the golden tongued because he was the most courteous knight in arthur's court it is not fitting that any should disturb an honorable knight from his thought unadvisedly for either he is pondering some damage that he has sustained
/home/suvobratghos_umass_edu/dataset/LibriSpeech/train-clean-100/302/123504/302-123504-0012.flac	14.585	i seized the cudgel which had fallen to the floor at the commencement of the battle and swinging it with all the power of my earthly arms i crashed it full upon the head of the ape crushing his skull as though it had been an eggshell
/home/suvobratghos_umass_edu/dataset/LibriSpeech/train-clean-100/4267/287369/4267-287369-0029.flac	15.0	shouting so as to be heard above the echoes of the thunderclap almost as he spoke there came another explosion even louder than the one preceding a great ball of fire pear shaped
/home/suvobratghos_umass_edu/dataset/LibriSpeech/train-clean-100/1926/147979/1926-147979-0007.flac	15.615	she seemed indifferent to her possessions was not half so solicitous about them as her friends were she was tall dark severe with something indian like in the rigid immobility of her face her manner was cold and she talked little
/home/suvobratghos_umass_edu/dataset/LibriSpeech/train-clean-100/2843/152918/2843-152918-0003.flac	14.41	and engaged in the manufacture of cutlets the dogs stood in a ring round him and looked on with interest the north east wind whistled and howled the air was thick with driving snow and wisting was not to be envied
/home/suvobratghos_umass_edu/dataset/LibriSpeech/train-clean-100/3242/67168/3242-67168-0037.flac	14.135	and it was a month after that before bud could go down main street without some man who had called him a noble little fellow or a bright manly little chap while he was drowned reaching out and fetching him a clip on the ear for having come back and put the laugh on him
/home/suvobratghos_umass_edu/dataset/LibriSpeech/train-clean-100/1578/6379/1578-6379-0022.flac	10.515	and i went straight in to tea without going upstairs the butler took up my suit case and the maid came and asked for the key so she could unpack that house is simply running over with servants i'm always scared to death
/home/suvobratghos_umass_edu/dataset/LibriSpeech/train-clean-100/1088/134315/1088-134315-0005.flac	12.065	a man against whom my favourite weapon would fail she looked at him with interest in her eyes what is your favourite weapon mister kara she asked fear he said
/home/suvobratghos_umass_edu/dataset/LibriSpeech/train-clean-100/2691/156750/2691-156750-0032.flac	16.18	stood erect and motionless as figures in stone while the bier of the dead was being carried through open ranks to the waiting caisson the coffin was covered with a flag and upon it lay his chapeau gauntlets sash and sword
/home/suvobratghos_umass_edu/dataset/LibriSpeech/train-clean-100/587/54108/587-54108-0031.flac	2.98	as he put one foot in after shoving it off
/home/suvobratghos_umass_edu/dataset/LibriSpeech/train-clean-100/7226/86965/7226-86965-0033.flac	9.405	the spider wort the little blue lobelia and the cup weed these savannas are apparently overflowed in times of exceptionally high water
/home/suvobratghos_umass_edu/dataset/LibriSpeech/train-clean-100/6385/220959/6385-220959-0040.flac	3.08	and breathed into his nostrils the breath of life
/home/suvobratghos_umass_edu/dataset/LibriSpeech/train-clean-100/4898/28461/4898-28461-0063.flac	15.14	at a considerable angle i briefly explained to mister young's companions who stood looking down at us that he had been hurt in an accident and requested one of them to assist me in getting him aboard but strange to say instead of coming down to help
/home/suvobratghos_umass_edu/dataset/LibriSpeech/train-clean-100/7178/34645/7178-34645-0036.flac	14.54	miscalled gwynplaine on the sole condition that he should be confronted with the criminal hardquanonne and identified by the same and on this point the chancellor as constitutional keeper of the royal conscience
/home/suvobratghos_umass_edu/dataset/LibriSpeech/train-clean-100/6064/56168/6064-56168-0003.flac	15.45	the girls were making up little groups to go to the game with youths of their acquaintance as escorts under the chaperonage of older people a few who had received no invitation were especially miserable and took no trouble to disguise their feelings
/home/suvobratghos_umass_edu/dataset/LibriSpeech/train-clean-100/6563/285357/6563-285357-0024.flac	7.485	together with the circumstance that he had unequivocally refused all offers he was striving for the fatherland
/home/suvobratghos_umass_edu/dataset/LibriSpeech/train-clean-100/2989/138035/2989-138035-0064.flac	11.165	one of them was that i was to be let say all i liked so long as it was not against my neighbour or your worship's authority and so far it seems to me i have not broken the said article
/home/suvobratghos_umass_edu/dataset/LibriSpeech/train-clean-100/3526/176651/3526-176651-0013.flac	14.465	the little creature dropped of a sudden to the ground and like something wild lay flat a human figure had filled the leafy mouth that swallowed up the trail and it was coming towards her
/home/suvobratghos_umass_edu/dataset/LibriSpeech/train-clean-100/6415/116629/6415-116629-0033.flac	12.275	then nearer and nearer until they grew into a wild tumult then many of the voices seemed to scatter in different directions while some sounded as if approaching the garden a vague fear seized gertrude
/home/suvobratghos_umass_edu/dataset/LibriSpeech/train-clean-100/3168/173565/3168-173565-0035.flac	4.31	now again i feel that bliss to love one's neighbors
